Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
019200002012,192,01920000,Montague,2012,"775,627,100.00","166,687,000.00","4,881,972.00","10,361,871.00","4,881,972.00",3.01%,"4,973,282.00","1,027.00",100%
019200002013,192,01920000,Montague,2013,"775,627,100.00","160,795,000.00","5,091,193.00","10,227,961.00","5,091,193.00",3.58%,"5,142,305.00",975,100%
019200002014,192,01920000,Montague,2014,"746,815,700.00","165,183,000.00","5,207,241.00","10,681,874.00","5,207,241.00",3.31%,"5,296,724.00","1,013.00",100%
019200002015,192,01920000,Montague,2015,"746,815,700.00","167,245,000.00","5,234,431.00","10,859,512.00","5,234,431.00",4.18%,"5,376,279.00","1,014.00",100%
019200002016,192,01920000,Montague,2016,"783,599,400.00","175,756,000.00","5,607,850.00","10,844,636.00","5,607,850.00",3.77%,"5,578,965.00","1,000.00",100%
019200002017,192,01920000,Montague,2017,"783,599,400.00","173,396,000.00","5,520,260.00","10,603,866.00","5,520,260.00",3.04%,"5,554,506.00",985,100%
019200002018,192,01920000,Montague,2018,"819,151,800.00","182,050,000.00","5,501,483.00","10,940,185.12","5,501,483.00",3.55%,"5,539,014.00",984,100%
019200002019,192,01920000,Montague,2019,"819,151,800.00","190,434,000.00","5,735,511.00","11,849,393.00","5,735,511.00",3.79%,"5,735,511.00","1,026.00",100%
019200002020,192,01920000,Montague,2020,"878,728,100.00","188,513,000.00","5,860,852.00","12,662,573.20","5,860,852.00",4.73%,"5,860,852.00","1,025.00",100%
019200002021,192,01920000,Montague,2021,"878,728,100.00","193,180,000.00","5,954,621.00","13,613,552.72","5,954,621.00",4.22%,"5,954,621.00","1,056.00",100%
019200002022,192,01920000,Montague,2022,"953,787,100.00","204,439,000.00","6,074,918.00","12,979,495.79","6,074,918.00",5.37%,"6,074,918.00",967,100%
019200002023,192,01920000,Montague,2023,"953,787,100.00","205,571,000.00","6,589,555.00","14,425,739.37","6,589,555.00",4.14%,"6,326,420.00",991,100%
019200002024,192,01920000,Montague,2024,"1,034,121,100.00","222,810,000.00","7,070,510.00","14,919,671.48","7,070,510.00",5.47%,"6,735,739.00",936.1,100%
019200002025,192,01920000,Montague,2025,"1,034,121,100.00","235,734,000.00","7,412,673.00","15,188,951.33","7,412,673.00",3.51%,"7,039,520.00",913,100%
019200002026,192,01920000,Montague,2026,"1,280,098,500.00","238,082,000.00","7,888,931.00","15,335,260.35","7,888,931.00",3.35%,"7,345,739.00",880,100%
019300002007,193,01930000,Monterey,2007,"315,683,400.00","19,021,000.00","1,378,098.00","633,818.00","522,900.00",9.26%,"680,635.00",81,38%
019300002008,193,01930000,Monterey,2008,"460,616,800.00","30,529,000.00","1,837,140.00","713,029.00","588,249.00",4.25%,"679,234.00",88,32%
019300002009,193,01930000,Monterey,2009,"460,616,800.00","24,457,000.00","1,811,469.00","743,585.00","613,458.00",3.70%,"674,366.00",88,34%
019300002010,193,01930000,Monterey,2010,"513,146,700.00","21,679,000.00","1,844,213.00","740,537.14","610,943.00",2.03%,"676,489.00",84,33%
019300002011,193,01930000,Monterey,2011,"513,146,700.00","25,402,000.00","1,864,567.00","798,836.27","659,040.00",3.12%,"686,029.00",91,35%
019300002012,193,01930000,Monterey,2012,"518,444,700.00","24,709,000.00","1,993,717.00","765,342.00","631,407.00",1.67%,"684,270.00",85,32%
019300002013,193,01930000,Monterey,2013,"518,444,700.00","20,698,000.00","2,003,814.00","749,065.00","617,979.00",3.19%,"692,880.00",81,31%
019300002014,193,01930000,Monterey,2014,"514,199,400.00","20,101,000.00","2,139,553.00","796,164.00","656,835.00",2.86%,"704,317.00",84,31%
019300002015,193,01930000,Monterey,2015,"514,199,400.00","22,522,000.00","2,204,072.00","750,745.00","619,365.00",2.32%,"670,011.00",81,28%
019300002016,193,01930000,Monterey,2016,"473,570,600.00","22,309,000.00","2,136,346.00","900,883.00","743,228.00",3.62%,"700,965.00",90,35%
019300002017,193,01930000,Monterey,2017,"473,570,600.00","24,308,000.00","2,153,005.00","896,576.00","739,675.00",2.52%,"718,629.00",86,34%
019300002018,193,01930000,Monterey,2018,"512,880,300.00","31,466,000.00","2,268,839.00","856,769.43","706,835.00",3.16%,"712,010.00",81,31%
019300002019,193,01930000,Monterey,2019,"512,880,300.00","26,038,000.00","2,257,848.00","816,761.00","673,828.00",2.98%,"673,828.00",75,30%
019300002020,193,01930000,Monterey,2020,"544,949,000.00","24,488,000.00","2,250,114.00","926,498.95","764,362.00",3.47%,"764,362.00",79,34%
019300002021,193,01930000,Monterey,2021,"544,949,000.00","27,444,000.00","2,369,080.00","861,668.39","710,876.00",3.50%,"710,876.00",73,30%
019300002022,193,01930000,Monterey,2022,"540,379,700.00","28,584,000.00","2,203,072.00","926,818.30","764,625.00",2.19%,"764,625.00",78,35%
019300002023,193,01930000,Monterey,2023,"540,379,700.00","29,613,000.00","2,409,573.00","1,124,113.49","927,394.00",3.75%,"927,394.00",83,38%
019300002024,193,01930000,Monterey,2024,"554,257,700.00","41,311,000.00","2,592,100.00","1,071,299.89","883,822.00",3.03%,"883,822.00",74.68,34%
019300002025,193,01930000,Monterey,2025,"554,257,700.00","53,717,000.00","2,933,506.00","1,213,819.93","1,001,401.00",3.43%,"1,001,401.00",83,34%
019300002026,193,01930000,Monterey,2026,"720,562,200.00","58,547,000.00","3,255,840.00","1,258,519.97","1,038,279.00",4.80%,"1,038,279.00",83,32%
019400002007,194,01940000,Montgomery,2007,"71,999,500.00","20,464,000.00","577,259.00","831,365.98","577,259.00",5.86%,"607,591.00",103,100%
019400002008,194,01940000,Montgomery,2008,"97,156,900.00","22,006,000.00","633,122.00","881,813.00","633,122.00",4.35%,"633,796.00",103,100%
019400002009,194,01940000,Montgomery,2009,"97,156,900.00","22,225,000.00","647,653.00","898,918.47","647,653.00",3.77%,"654,378.00",101,100%
019400002010,194,01940000,Montgomery,2010,"102,802,600.00","23,904,000.00","662,437.00","1,031,108.71","662,437.00",1.48%,"663,819.00",112,100%
019400002011,194,01940000,Montgomery,2011,"102,802,600.00","25,120,000.00","647,601.00","972,274.48","647,601.00",3.07%,"673,219.00",107,100%
019400002012,194,01940000,Montgomery,2012,"104,838,600.00","27,553,000.00","733,413.00","990,762.21","733,413.00",3.23%,"694,964.00",106,100%
019400002013,194,01940000,Montgomery,2013,"104,838,600.00","27,575,000.00","782,336.00","1,000,461.42","782,336.00",4.35%,"732,145.00",103,100%
019400002014,194,01940000,Montgomery,2014,"108,373,500.00","27,876,000.00","815,950.00","942,325.04","777,418.00",3.71%,"759,308.00",97,95%
019400002015,194,01940000,Montgomery,2015,"108,373,500.00","28,858,000.00","828,936.00","940,656.00","776,041.00",3.41%,"780,621.00",95,94%
019400002016,194,01940000,Montgomery,2016,"107,539,100.00","29,516,000.00","850,165.00","836,721.88","690,296.00",3.57%,"749,393.00",82,81%
019400002017,194,01940000,Montgomery,2017,"107,539,100.00","34,142,000.00","909,674.00","829,276.60","684,153.00",3.75%,"698,154.00",79,75%
019400002018,194,01940000,Montgomery,2018,"107,499,100.00","35,063,000.00","881,152.00","787,152.23","649,401.00",3.48%,"660,358.00",74,74%
019400002019,194,01940000,Montgomery,2019,"107,499,100.00","28,839,000.00","807,731.00","815,478.00","672,770.00",3.21%,"672,770.00",74,83%
019400002020,194,01940000,Montgomery,2020,"110,014,200.00","30,479,000.00","836,796.00","826,677.90","682,009.00",3.83%,"682,009.00",70,82%
019400002021,194,01940000,Montgomery,2021,"110,014,200.00","32,232,000.00","860,827.00","911,403.62","751,908.00",3.00%,"709,289.00",76,87%
019400002022,194,01940000,Montgomery,2022,"113,997,900.00","34,065,000.00","862,819.00","894,514.25","737,974.00",4.03%,"737,873.00",72,86%
019400002023,194,01940000,Montgomery,2023,"113,997,900.00","29,728,000.00","866,207.00","940,773.04","776,138.00",3.72%,"765,322.00",69,90%
019400002024,194,01940000,Montgomery,2024,"130,260,900.00","31,507,000.00","943,379.00","1,079,630.05","890,695.00",3.73%,"809,175.00",72.97,94%
019400002025,194,01940000,Montgomery,2025,"130,260,900.00","32,542,000.00","974,486.00","1,093,205.49","901,895.00",3.73%,"847,449.00",70,93%
019400002026,194,01940000,Montgomery,2026,"158,853,200.00","32,375,000.00","1,023,407.00","1,210,367.27","998,553.00",4.10%,"899,143.00",75,98%
019500002007,195,01950000,Mount Washington,2007,"59,584,700.00","3,077,000.00","251,746.00","144,190.37","118,957.00",25.24%,"111,238.00",20,47%
019500002008,195,01950000,Mount Washington,2008,"66,748,400.00","3,045,000.00","244,463.00","126,517.00","104,377.00",6.90%,"115,279.00",16,43%
019500002009,195,01950000,Mount Washington,2009,"66,748,400.00","2,804,000.00","250,985.00","132,726.99","109,500.00",6.33%,"118,261.00",16,44%
019500002010,195,01950000,Mount Washington,2010,"79,217,300.00","4,594,000.00","303,383.00","129,580.38","106,904.00",-0.06%,"116,497.00",15,35%
019500002011,195,01950000,Mount Washington,2011,"79,217,300.00","4,835,000.00","300,343.00","126,342.90","104,233.00",-0.59%,"112,337.00",15,35%
019500002012,195,01950000,Mount Washington,2012,"71,935,100.00","3,528,000.00","278,090.00","120,558.20","99,461.00",-1.13%,"108,747.00",14,36%
019500002013,195,01950000,Mount Washington,2013,"71,935,100.00","2,822,000.00","277,228.00","128,118.72","105,698.00",2.83%,"110,906.00",14,38%
019500002014,195,01950000,Mount Washington,2014,"84,147,600.00","2,933,000.00","344,629.00","91,796.30","75,732.00",2.30%,"91,796.30",12,22%
019500002015,195,01950000,Mount Washington,2015,"84,147,600.00","4,852,000.00","378,319.00","92,960.00","76,692.00",0.84%,"83,664.00",12,20%
019500002016,195,01950000,Mount Washington,2016,"84,548,400.00","2,950,000.00","365,989.00","89,843.44","74,121.00",2.60%,"79,980.00",11,20%
019500002017,195,01950000,Mount Washington,2017,"84,548,400.00","3,194,000.00","367,540.00","57,421.64","47,373.00",2.36%,"51,679.48",7,13%
019500002018,195,01950000,Mount Washington,2018,"84,080,700.00","3,078,000.00","342,307.00","32,643.36","26,931.00",2.04%,"29,379.02",4,8%
019500002019,195,01950000,Mount Washington,2019,"84,080,700.00","4,777,000.00","377,420.00","25,706.00","21,207.00",2.01%,"21,207.00",3,6%
019500002020,195,01950000,Mount Washington,2020,"92,351,700.00","3,243,000.00","367,737.00","7,755.82","6,399.00",-4.30%,"6,399.00",1,2%
019500002021,195,01950000,Mount Washington,2021,"92,351,700.00","4,716,000.00","402,418.00","17,625.62","14,541.00",2.46%,"14,541.00",2,4%
019500002022,195,01950000,Mount Washington,2022,"100,069,300.00","4,364,000.00","394,778.00","43,505.39","35,892.00",3.88%,"35,892.00",5,9%
019500002023,195,01950000,Mount Washington,2023,"100,069,300.00","3,221,000.00","411,723.00","47,889.06","39,508.00",2.48%,"39,508.00",5,10%
019500002024,195,01950000,Mount Washington,2024,"98,571,900.00","6,183,000.00","443,147.00","78,957.83","65,140.00",1.66%,"65,140.00",8,15%
019500002025,195,01950000,Mount Washington,2025,"98,571,900.00","11,686,000.00","552,232.00","71,641.61","59,104.00",2.63%,"59,104.00",7,11%
019500002026,195,01950000,Mount Washington,2026,"120,785,500.00","10,219,000.00","552,124.00","50,509.92","41,671.00",3.49%,"41,671.00",5,8%
019600002007,196,01960000,Nahant,2007,"672,466,800.00","139,017,000.00","4,541,745.00","2,949,334.92","2,433,201.00",4.11%,"2,937,540.00",398,54%
019600002008,196,01960000,Nahant,2008,"841,133,900.00","139,451,000.00","4,675,503.00","3,036,298.00","2,504,946.00",4.28%,"2,923,687.00",390,54%
019600002009,196,01960000,Nahant,2009,"841,133,900.00","147,710,000.00","4,911,442.00","3,173,267.42","2,617,946.00",1.82%,"2,858,444.00",389,53%
019600002010,196,01960000,Nahant,2010,"905,400,800.00","167,750,000.00","5,193,512.00","3,198,858.42","2,639,058.00",-0.17%,"2,821,406.00",381,51%
019600002011,196,01960000,Nahant,2011,"905,400,800.00","173,013,000.00","5,043,760.00","3,124,402.96","2,577,632.00",1.38%,"2,775,528.00",375,51%
019600002012,196,01960000,Nahant,2012,"823,011,000.00","163,800,000.00","4,988,858.00","3,031,661.31","2,501,121.00",2.55%,"2,777,267.00",363,50%
019600002013,196,01960000,Nahant,2013,"823,011,000.00","155,680,000.00","5,161,359.00","2,926,903.06","2,414,695.00",2.52%,"2,782,370.00",338,47%
019600002014,196,01960000,Nahant,2014,"757,037,700.00","161,608,000.00","5,188,403.00","2,901,566.40","2,393,792.00",2.68%,"2,787,466.00",326,46%
019600002015,196,01960000,Nahant,2015,"757,037,700.00","170,734,000.00","5,324,211.00","2,717,491.00","2,241,930.00",3.14%,"2,445,742.00",301,42%
019600002016,196,01960000,Nahant,2016,"776,257,000.00","196,119,000.00","5,883,911.00","2,614,780.54","2,157,194.00",3.78%,"2,347,693.00",286,37%
019600002017,196,01960000,Nahant,2017,"776,257,000.00","209,432,000.00","6,022,175.00","2,605,053.47","2,149,169.00",3.67%,"2,191,872.00",276,36%
019600002018,196,01960000,Nahant,2018,"855,781,400.00","236,770,000.00","6,411,149.00","2,672,079.12","2,204,465.00",2.71%,"2,211,486.00",276,34%
019600002019,196,01960000,Nahant,2019,"855,781,400.00","213,852,000.00","6,205,174.00","2,703,009.00","2,229,982.00",2.95%,"2,229,982.00",270,36%
019600002020,196,01960000,Nahant,2020,"910,008,700.00","208,535,000.00","6,268,901.00","2,753,000.04","2,271,225.00",3.09%,"2,271,225.00",266,36%
019600002021,196,01960000,Nahant,2021,"910,008,700.00","212,393,000.00","6,343,401.00","2,927,348.48","2,415,062.00",2.87%,"2,415,062.00",277,38%
019600002022,196,01960000,Nahant,2022,"1,034,428,700.00","271,031,000.00","7,288,642.00","3,044,961.74","2,512,093.00",4.19%,"2,512,093.00",274,34%
019600002023,196,01960000,Nahant,2023,"1,034,428,700.00","231,730,000.00","7,280,488.00","3,060,987.16","2,525,314.00",2.10%,"2,525,314.00",263,35%
019600002024,196,01960000,Nahant,2024,"1,183,644,400.00","249,010,000.00","8,000,602.00","3,151,590.45","2,600,062.00",3.45%,"2,600,062.00",258,32%
019600002025,196,01960000,Nahant,2025,"1,183,644,400.00","280,072,000.00","8,631,214.00","3,187,006.13","2,629,280.00",3.21%,"2,629,280.00",252,30%
019600002026,196,01960000,Nahant,2026,"1,464,847,700.00","261,252,000.00","8,851,803.00","3,388,707.68","2,795,684.00",3.64%,"2,795,684.00",256,32%
019700002007,197,01970000,Nantucket,2007,"13,575,803,900.00","365,400,000.00","51,884,432.00","9,230,081.30","7,614,817.00",6.81%,"12,823,739.00","1,220.00",15%
019700002008,197,01970000,Nantucket,2008,"17,562,057,600.00","492,207,000.00","59,445,382.00","10,186,788.00","8,404,100.00",5.80%,"12,276,662.00","1,288.00",14%
019700002009,197,01970000,Nantucket,2009,"17,562,057,600.00","513,400,000.00","62,545,213.00","10,648,679.94","8,785,161.00",5.49%,"11,576,039.00","1,294.00",14%
019700002010,197,01970000,Nantucket,2010,"22,498,040,300.00","518,409,000.00","74,385,081.00","10,683,423.65","8,813,825.00",3.79%,"11,534,629.00","1,255.00",12%
019700002011,197,01970000,Nantucket,2011,"22,498,040,300.00","564,403,000.00","74,233,371.00","10,295,374.05","8,493,684.00",3.08%,"10,871,032.00","1,230.00",11%
019700002012,197,01970000,Nantucket,2012,"21,914,393,400.00","443,380,000.00","75,473,326.00","11,144,212.01","9,193,975.00",4.21%,"10,901,757.00","1,282.00",12%
019700002013,197,01970000,Nantucket,2013,"21,914,393,400.00","350,327,000.00","76,242,137.00","11,866,373.96","9,789,759.00",5.95%,"11,286,314.00","1,322.00",13%
019700002014,197,01970000,Nantucket,2014,"18,041,019,200.00","405,363,000.00","70,436,988.00","12,800,411.42","10,560,339.00",4.08%,"11,568,827.00","1,378.00",15%
019700002015,197,01970000,Nantucket,2015,"18,041,019,200.00","438,498,000.00","72,015,922.00","13,869,821.00","11,442,603.00",4.10%,"11,742,876.00","1,480.00",16%
019700002016,197,01970000,Nantucket,2016,"17,816,255,100.00","496,873,000.00","75,259,434.00","15,206,451.73","12,545,323.00",4.11%,"12,225,508.00","1,552.00",17%
019700002017,197,01970000,Nantucket,2017,"17,816,255,100.00","536,369,000.00","75,439,739.00","15,743,715.59","12,988,565.00",3.90%,"12,702,303.00","1,566.00",17%
019700002018,197,01970000,Nantucket,2018,"21,682,664,300.00","623,516,000.00","85,848,357.00","16,351,990.16","13,490,392.00",5.04%,"13,342,499.00","1,583.00",16%
019700002019,197,01970000,Nantucket,2019,"21,682,664,300.00","643,504,000.00","88,911,602.00","17,684,068.00","14,589,356.00",4.93%,"14,133,709.00","1,618.00",16%
019700002020,197,01970000,Nantucket,2020,"23,796,647,900.00","700,262,000.00","92,728,178.00","19,008,236.73","15,681,795.00",3.49%,"15,681,795.00","1,663.00",17%
019700002021,197,01970000,Nantucket,2021,"23,796,647,900.00","715,283,000.00","96,527,705.00","19,472,349.76","16,064,689.00",5.11%,"16,064,689.00","1,664.00",17%
019700002022,197,01970000,Nantucket,2022,"26,096,711,600.00","800,175,000.00","98,154,894.00","20,100,924.60","16,583,263.00",0.28%,"16,583,263.00","1,663.00",17%
019700002023,197,01970000,Nantucket,2023,"26,096,711,600.00","843,478,000.00","107,424,987.00","22,613,557.84","18,656,185.00",11.25%,"18,656,185.00","1,668.00",17%
019700002024,197,01970000,Nantucket,2024,"26,748,129,600.00","1,015,587,000.00","110,098,551.00","25,201,462.49","20,791,207.00",7.71%,"20,791,207.00","1,713.00",19%
019700002025,197,01970000,Nantucket,2025,"26,748,129,600.00","1,507,292,000.00","126,039,925.00","25,535,123.51","21,066,477.00",7.71%,"21,066,477.00","1,668.00",17%
019700002026,197,01970000,Nantucket,2026,"40,700,588,900.00","1,302,436,000.00","152,434,116.00","27,110,453.82","22,366,124.00",5.87%,"22,366,124.00","1,701.00",15%
019800002007,198,01980000,Natick,2007,"5,807,362,400.00","1,120,049,000.00","37,909,634.00","37,366,741.93","30,827,562.00",4.99%,"35,472,321.00","4,737.00",81%
019800002008,198,01980000,Natick,2008,"6,522,435,400.00","1,234,851,000.00","38,677,447.00","38,430,674.00","31,705,306.00",2.70%,"35,248,882.00","4,687.00",82%
019800002009,198,01980000,Natick,2009,"6,522,435,400.00","1,293,052,000.00","40,382,646.00","41,369,524.79","34,129,858.00",4.88%,"36,032,101.00","4,822.00",85%
019800002010,198,01980000,Natick,2010,"6,908,380,200.00","1,429,502,000.00","41,867,169.00","43,625,985.62","35,991,438.00",-0.38%,"35,991,438.00","4,905.00",86%
019800002011,198,01980000,Natick,2011,"6,908,380,200.00","1,529,198,000.00","41,345,353.00","42,337,345.57","34,928,310.00",3.14%,"36,463,591.00","4,894.00",84%
019800002012,198,01980000,Natick,2012,"7,121,910,600.00","1,515,698,000.00","44,609,582.00","44,196,903.86","36,462,446.00",4.97%,"37,913,154.00","4,977.00",82%
019800002013,198,01980000,Natick,2013,"7,121,910,600.00","1,465,727,000.00","46,575,258.00","46,945,847.42","38,730,324.00",3.82%,"39,266,769.00","5,073.00",83%
019800002014,198,01980000,Natick,2014,"6,576,956,800.00","1,521,268,000.00","46,886,125.00","48,810,901.86","40,268,994.00",2.74%,"40,331,625.00","5,192.00",86%
019800002015,198,01980000,Natick,2015,"6,576,956,800.00","1,587,089,000.00","47,824,108.00","50,838,026.00","41,941,372.00",4.30%,"42,003,629.00","5,386.00",88%
019800002016,198,01980000,Natick,2016,"6,961,523,100.00","1,694,774,000.00","51,811,270.00","52,543,091.22","43,348,050.00",4.58%,"43,637,723.00","5,476.00",84%
019800002017,198,01980000,Natick,2017,"6,961,523,100.00","1,752,670,000.00","52,161,879.00","53,740,631.00","44,336,021.00",4.04%,"44,495,721.00","5,546.00",85%
019800002018,198,01980000,Natick,2018,"7,812,219,900.00","1,938,364,000.00","55,347,797.00","54,153,410.66","44,676,564.00",3.82%,"44,904,398.00","5,531.00",81%
