Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
031500002007,315,03150000,Wayland,2007,"3,022,665,800.00","956,236,000.00","25,818,008.00","21,812,774.27","17,995,539.00",3.65%,"22,286,768.00","2,857.00",70%
031500002008,315,03150000,Wayland,2008,"3,403,746,100.00","1,313,900,000.00","30,747,503.00","22,598,903.00","18,644,095.00",2.23%,"21,748,846.00","2,819.00",61%
031500002009,315,03150000,Wayland,2009,"3,403,746,100.00","1,465,339,000.00","33,375,369.00","23,367,861.88","19,278,486.00",5.96%,"21,802,102.00","2,762.00",58%
031500002010,315,03150000,Wayland,2010,"3,485,259,700.00","1,715,183,000.00","36,009,469.00","23,744,927.49","19,589,565.00",3.00%,"22,026,175.00","2,722.00",54%
031500002011,315,03150000,Wayland,2011,"3,485,259,700.00","1,825,464,000.00","35,278,927.00","23,154,760.43","19,102,677.00",3.80%,"21,735,022.00","2,706.00",54%
031500002012,315,03150000,Wayland,2012,"3,288,024,700.00","1,873,353,000.00","37,777,762.00","23,055,049.61","19,020,416.00",3.82%,"21,856,323.00","2,653.00",50%
031500002013,315,03150000,Wayland,2013,"3,288,024,700.00","1,165,698,000.00","29,387,408.00","23,797,823.36","19,633,204.00",4.52%,"22,362,575.00","2,645.00",67%
031500002014,315,03150000,Wayland,2014,"3,103,338,600.00","1,778,882,000.00","38,507,116.00","24,338,034.58","20,078,879.00",3.80%,"22,742,332.00","2,663.00",52%
031500002015,315,03150000,Wayland,2015,"3,103,338,600.00","1,759,152,000.00","37,834,611.00","24,442,641.00","20,165,179.00",3.95%,"21,902,917.00","2,652.00",53%
031500002016,315,03150000,Wayland,2016,"3,174,625,500.00","1,937,745,000.00","41,019,010.00","24,685,878.32","20,365,850.00",4.38%,"21,614,058.00","2,625.00",50%
031500002017,315,03150000,Wayland,2017,"3,174,625,500.00","1,942,713,000.00","40,596,699.00","24,675,330.59","20,357,148.00",3.93%,"20,673,099.00","2,639.00",50%
031500002018,315,03150000,Wayland,2018,"3,666,349,500.00","2,266,638,000.00","45,308,874.00","25,043,290.04","20,660,714.00",3.73%,"20,778,238.00","2,602.00",46%
031500002019,315,03150000,Wayland,2019,"3,666,349,500.00","2,021,061,000.00","42,390,304.00","26,378,777.00","21,762,491.00",4.59%,"21,731,959.00","2,647.00",51%
031500002020,315,03150000,Wayland,2020,"3,847,489,100.00","2,105,722,000.00","44,842,024.00","27,841,232.67","22,969,017.00",3.85%,"22,568,639.00","2,663.00",51%
031500002021,315,03150000,Wayland,2021,"3,847,489,100.00","2,043,303,000.00","43,234,868.00","28,213,341.42","23,276,007.00",3.81%,"23,276,007.00","2,653.00",54%
031500002022,315,03150000,Wayland,2022,"4,238,747,600.00","2,078,745,000.00","43,612,960.00","29,175,011.11","24,069,384.00",2.67%,"23,897,476.00","2,647.00",55%
031500002023,315,03150000,Wayland,2023,"4,238,747,600.00","1,995,290,000.00","45,771,738.00","30,979,999.47","25,558,500.00",3.10%,"24,877,273.00","2,655.00",56%
031500002024,315,03150000,Wayland,2024,"4,401,061,600.00","2,439,125,000.00","52,947,683.00","33,119,434.22","27,323,533.00",2.92%,"25,852,462.00","2,681.00",52%
031500002025,315,03150000,Wayland,2025,"4,401,061,600.00","3,111,517,000.00","61,720,544.00","33,905,314.11","27,971,884.00",4.00%,"27,971,884.00","2,672.00",45%
031500002026,315,03150000,Wayland,2026,"5,762,993,800.00","2,642,971,000.00","60,181,635.00","35,459,917.69","29,254,432.00",3.62%,"28,984,466.00","2,700.00",49%
031600002007,316,03160000,Webster,2007,"1,229,850,600.00","336,141,000.00","9,641,671.00","17,800,101.58","9,641,671.00",6.26%,"9,012,131.00","2,040.00",100%
031600002008,316,03160000,Webster,2008,"1,666,435,300.00","361,978,000.00","10,615,236.00","19,222,695.00","10,615,236.00",4.50%,"9,507,798.00","2,107.00",100%
031600002009,316,03160000,Webster,2009,"1,666,435,300.00","393,538,000.00","11,300,482.00","19,830,115.91","11,300,482.00",4.15%,"9,997,450.00","2,060.00",100%
031600002010,316,03160000,Webster,2010,"1,862,479,100.00","365,349,000.00","10,987,111.00","20,774,478.96","10,987,111.00",-0.98%,"9,999,450.00","2,089.00",100%
031600002011,316,03160000,Webster,2011,"1,862,479,100.00","385,874,000.00","10,785,482.00","20,704,511.49","10,785,482.00",2.14%,"10,213,438.00","2,101.00",100%
031600002012,316,03160000,Webster,2012,"1,728,564,200.00","466,636,000.00","12,273,168.00","20,831,824.24","12,273,168.00",2.37%,"10,557,630.00","2,070.00",100%
031600002013,316,03160000,Webster,2013,"1,728,564,200.00","355,214,000.00","11,295,710.00","21,694,852.73","11,295,710.00",2.59%,"10,831,073.00","2,059.00",100%
031600002014,316,03160000,Webster,2014,"1,544,288,200.00","373,180,000.00","11,255,771.00","22,483,196.72","11,255,771.00",3.06%,"11,162,504.00","2,107.00",100%
031600002015,316,03160000,Webster,2015,"1,544,288,200.00","380,027,000.00","11,340,682.00","23,109,356.00","11,340,682.00",2.90%,"11,413,450.00","2,134.00",100%
031600002016,316,03160000,Webster,2016,"1,433,490,800.00","385,262,000.00","11,210,452.00","23,845,378.86","11,210,452.00",3.78%,"11,527,665.00","2,149.00",100%
031600002017,316,03160000,Webster,2017,"1,433,490,800.00","391,700,000.00","11,193,714.00","24,631,453.25","11,193,714.00",2.75%,"11,291,358.00","2,164.00",100%
031600002018,316,03160000,Webster,2018,"1,489,002,500.00","415,918,000.00","11,211,307.00","24,865,076.11","11,211,307.00",3.14%,"11,276,497.00","2,143.00",100%
031600002019,316,03160000,Webster,2019,"1,489,002,500.00","437,381,000.00","11,730,649.00","25,747,393.00","11,730,649.00",5.38%,"11,730,649.00","2,154.00",100%
031600002020,316,03160000,Webster,2020,"1,607,119,100.00","435,071,000.00","12,071,730.00","27,036,880.44","12,071,730.00",3.46%,"12,071,730.00","2,100.00",100%
031600002021,316,03160000,Webster,2021,"1,607,119,100.00","459,590,000.00","12,413,756.00","28,223,827.28","12,413,756.00",3.74%,"12,413,756.00","2,148.00",100%
031600002022,316,03160000,Webster,2022,"1,844,205,900.00","486,392,000.00","13,039,686.00","27,859,373.38","13,039,686.00",2.18%,"12,684,376.00","2,010.00",100%
031600002023,316,03160000,Webster,2023,"1,844,205,900.00","513,696,000.00","14,512,563.00","31,561,964.03","14,512,563.00",3.99%,"13,317,327.00","2,029.00",100%
031600002024,316,03160000,Webster,2024,"2,051,784,300.00","551,656,000.00","15,708,496.00","34,843,410.17","15,708,496.00",4.17%,"14,005,833.00","2,049.00",100%
031600002025,316,03160000,Webster,2025,"2,051,784,300.00","626,322,000.00","16,977,324.00","36,817,566.06","16,977,324.00",5.05%,"14,853,186.00","2,074.00",100%
031600002026,316,03160000,Webster,2026,"2,737,484,000.00","596,591,000.00","18,243,410.00","38,862,519.89","18,243,410.00",4.02%,"15,598,816.00","2,066.00",100%
031700002007,317,03170000,Wellesley,2007,"8,211,971,900.00","2,241,644,000.00","64,333,157.00","35,128,683.62","28,981,164.00",4.93%,"32,250,611.00","4,578.00",45%
031700002008,317,03170000,Wellesley,2008,"9,523,566,700.00","3,101,258,000.00","76,957,960.00","37,728,351.00","31,125,890.00",4.73%,"33,113,521.00","4,653.00",40%
031700002009,317,03170000,Wellesley,2009,"9,523,566,700.00","3,417,841,000.00","82,768,784.00","41,021,667.78","33,842,876.00",5.18%,"34,503,446.00","4,796.00",41%
031700002010,317,03170000,Wellesley,2010,"10,029,555,000.00","3,849,149,000.00","87,349,566.00","43,488,590.21","35,878,087.00",3.81%,"35,878,087.00","4,921.00",41%
031700002011,317,03170000,Wellesley,2011,"10,029,555,000.00","4,149,485,000.00","86,422,430.00","42,204,187.45","34,818,455.00",3.46%,"36,429,165.00","4,891.00",40%
031700002012,317,03170000,Wellesley,2012,"10,032,866,400.00","3,793,974,000.00","87,128,892.00","43,017,761.14","35,489,653.00",4.40%,"37,523,569.00","4,919.00",41%
031700002013,317,03170000,Wellesley,2013,"10,032,866,400.00","2,968,015,000.00","80,175,145.00","45,350,403.62","37,414,083.00",3.93%,"38,760,621.00","5,003.00",47%
031700002014,317,03170000,Wellesley,2014,"9,773,806,800.00","3,756,431,000.00","92,771,277.00","46,225,295.99","38,135,869.00",4.12%,"40,024,306.00","4,974.00",41%
031700002015,317,03170000,Wellesley,2015,"9,773,806,800.00","3,946,458,000.00","95,068,949.00","47,312,683.00","39,032,963.00",4.43%,"40,415,173.00","5,051.00",41%
031700002016,317,03170000,Wellesley,2016,"10,212,968,600.00","4,775,204,000.00","110,183,127.00","48,641,677.77","40,129,384.00",4.45%,"41,171,516.00","5,081.00",36%
031700002017,317,03170000,Wellesley,2017,"10,212,968,600.00","4,505,007,000.00","104,951,934.00","49,054,402.89","40,469,882.00",4.41%,"40,847,477.00","5,098.00",39%
031700002018,317,03170000,Wellesley,2018,"11,749,686,900.00","5,577,380,000.00","121,172,535.00","49,512,766.15","40,848,032.00",4.14%,"41,101,612.00","5,034.00",34%
031700002019,317,03170000,Wellesley,2019,"11,749,686,900.00","5,332,721,000.00","119,480,481.00","51,241,468.00","42,274,211.00",4.98%,"42,274,211.00","5,033.00",35%
031700002020,317,03170000,Wellesley,2020,"12,421,188,300.00","5,288,227,000.00","122,148,328.00","53,022,808.47","43,743,817.00",4.35%,"43,743,817.00","4,980.00",36%
031700002021,317,03170000,Wellesley,2021,"12,421,188,300.00","6,394,802,000.00","136,687,026.00","52,909,175.20","43,650,070.00",4.49%,"43,650,070.00","4,878.00",32%
031700002022,317,03170000,Wellesley,2022,"13,524,019,800.00","6,319,792,000.00","134,711,820.00","50,017,216.25","41,264,203.00",3.81%,"41,264,203.00","4,467.00",31%
031700002023,317,03170000,Wellesley,2023,"13,524,019,800.00","6,248,636,000.00","144,247,401.00","51,035,460.38","42,104,255.00",3.00%,"42,104,255.00","4,309.00",29%
031700002024,317,03170000,Wellesley,2024,"14,471,634,900.00","6,921,665,000.00","157,259,157.00","52,656,323.93","43,441,467.00",4.22%,"43,441,467.00","4,181.00",28%
031700002025,317,03170000,Wellesley,2025,"14,471,634,900.00","10,216,671,000.00","202,740,514.00","53,589,100.56","44,211,008.00",4.42%,"44,211,008.00","4,119.00",22%
031700002026,317,03170000,Wellesley,2026,"18,013,343,600.00","7,073,771,000.00","169,468,719.00","53,429,110.80","44,079,016.00",4.63%,"44,079,016.00","3,983.00",26%
031800002007,318,03180000,Wellfleet,2007,"1,832,154,600.00","63,704,000.00","7,236,840.00","2,512,631.69","2,072,921.00",4.93%,"3,203,792.00",322,29%
031800002008,318,03180000,Wellfleet,2008,"2,450,080,800.00","75,819,000.00","8,406,055.00","2,566,248.00","2,117,155.00",4.33%,"3,036,176.00",317,25%
031800002009,318,03180000,Wellfleet,2009,"2,450,080,800.00","85,703,000.00","8,944,749.00","2,575,537.98","2,124,819.00",3.88%,"2,814,358.00",303,24%
031800002010,318,03180000,Wellfleet,2010,"2,735,300,500.00","84,165,000.00","9,360,280.00","2,653,780.95","2,189,369.00",3.06%,"2,793,811.00",299,23%
031800002011,318,03180000,Wellfleet,2011,"2,735,300,500.00","88,910,000.00","9,302,859.00","2,634,739.84","2,173,660.00",2.98%,"2,666,044.00",306,23%
031800002012,318,03180000,Wellfleet,2012,"2,422,741,400.00","80,401,000.00","8,803,420.00","2,721,671.93","2,245,379.00",3.05%,"2,646,961.00",310,26%
031800002013,318,03180000,Wellfleet,2013,"2,422,741,400.00","74,299,000.00","9,002,440.00","2,761,837.73","2,278,516.00",4.78%,"2,699,241.00",298,25%
031800002014,318,03180000,Wellfleet,2014,"2,439,397,200.00","87,492,000.00","10,028,690.00","2,792,876.69","2,304,123.00",2.91%,"2,706,739.00",293,23%
031800002015,318,03180000,Wellfleet,2015,"2,439,397,200.00","110,621,000.00","10,513,325.00","2,752,345.00","2,270,684.00",2.81%,"2,477,110.00",284,22%
031800002016,318,03180000,Wellfleet,2016,"2,315,999,400.00","103,842,000.00","10,369,275.00","2,822,887.74","2,328,882.00",2.77%,"2,437,304.00",285,22%
031800002017,318,03180000,Wellfleet,2017,"2,315,999,400.00","97,323,000.00","10,212,402.00","2,820,027.34","2,326,523.00",3.54%,"2,356,082.00",272,23%
031800002018,318,03180000,Wellfleet,2018,"2,410,469,400.00","101,993,000.00","10,009,364.00","2,926,369.29","2,414,255.00",4.91%,"2,422,882.00",277,24%
031800002019,318,03180000,Wellfleet,2019,"2,410,469,400.00","116,173,000.00","10,522,862.00","2,954,113.00","2,437,143.00",2.74%,"2,437,143.00",268,23%
031800002020,318,03180000,Wellfleet,2020,"2,523,728,900.00","109,425,000.00","10,360,912.00","3,157,584.85","2,605,008.00",3.27%,"2,605,008.00",272,25%
031800002021,318,03180000,Wellfleet,2021,"2,523,728,900.00","125,745,000.00","10,952,142.00","3,301,497.44","2,723,735.00",3.55%,"2,723,735.00",283,25%
031800002022,318,03180000,Wellfleet,2022,"2,661,294,900.00","136,003,000.00","10,782,106.00","3,396,321.94","2,801,966.00",3.59%,"2,801,966.00",282,26%
031800002023,318,03180000,Wellfleet,2023,"2,661,294,900.00","153,805,000.00","11,988,211.00","3,821,903.02","3,153,070.00",10.38%,"3,153,070.00",284,26%
031800002024,318,03180000,Wellfleet,2024,"2,962,150,700.00","190,668,000.00","13,391,449.00","3,916,781.98","3,231,345.00",2.54%,"3,231,345.00",270.04,24%
031800002025,318,03180000,Wellfleet,2025,"2,962,150,700.00","200,215,000.00","14,434,457.00","3,616,269.60","2,983,422.00",3.20%,"2,983,422.00",247,21%
031800002026,318,03180000,Wellfleet,2026,"4,268,753,100.00","199,482,000.00","16,974,751.00","3,740,806.75","3,086,166.00",4.04%,"3,086,166.00",247,18%
031900002007,319,03190000,Wendell,2007,"58,194,500.00","14,848,000.00","438,982.00","995,418.00","438,982.00",-3.03%,"463,896.00",118,100%
031900002008,319,03190000,Wendell,2008,"80,664,000.00","15,097,000.00","475,575.00","973,483.00","475,575.00",5.65%,"486,473.00",108,100%
031900002009,319,03190000,Wendell,2009,"80,664,000.00","15,566,000.00","492,799.00","948,694.00","492,799.00",0.43%,"488,565.00",100,100%
031900002010,319,03190000,Wendell,2010,"93,981,900.00","17,001,000.00","532,928.00","874,872.71","532,928.00",0.61%,"532,928.00",90,100%
031900002011,319,03190000,Wendell,2011,"93,981,900.00","22,938,000.00","591,671.00","784,481.18","591,671.00",3.97%,"554,085.00",81,100%
031900002012,319,03190000,Wendell,2012,"96,093,800.00","18,779,000.00","577,426.00","925,383.00","577,426.00",3.39%,"572,867.00",95,100%
031900002013,319,03190000,Wendell,2013,"96,093,800.00","15,866,000.00","565,372.00","893,613.00","565,372.00",2.27%,"582,796.00",88,100%
031900002014,319,03190000,Wendell,2014,"93,891,000.00","16,943,000.00","595,616.00","860,305.00","595,616.00",5.28%,"610,875.00",80,100%
031900002015,319,03190000,Wendell,2015,"93,891,000.00","16,782,000.00","593,936.00","874,001.00","593,936.00",4.46%,"616,029.00",80,100%
031900002016,319,03190000,Wendell,2016,"94,635,600.00","16,673,000.00","609,284.00","1,007,785.00","609,284.00",4.25%,"625,747.00",91,100%
031900002017,319,03190000,Wendell,2017,"94,635,600.00","18,028,000.00","623,859.00","1,214,935.00","623,859.00",2.98%,"626,939.00",108,100%
031900002018,319,03190000,Wendell,2018,"94,983,200.00","18,270,000.00","597,461.00","1,204,389.60","597,461.00",0.31%,"602,174.00",109,100%
031900002019,319,03190000,Wendell,2019,"94,983,200.00","18,036,000.00","607,178.00","1,175,147.00","607,178.00",0.28%,"603,860.00",101,100%
031900002020,319,03190000,Wendell,2020,"95,742,900.00","18,364,000.00","605,983.00","1,277,962.83","605,983.00",0.14%,"604,705.00",102,100%
031900002021,319,03190000,Wendell,2021,"95,742,900.00","17,675,000.00","600,447.00","1,463,155.02","600,447.00",0.05%,"600,447.00",117,100%
031900002022,319,03190000,Wendell,2022,"102,149,000.00","18,340,000.00","600,136.00","1,572,073.67","600,136.00",3.90%,"600,136.00",117,100%
031900002023,319,03190000,Wendell,2023,"102,149,000.00","19,845,000.00","672,636.00","1,630,577.75","672,636.00",0.02%,"606,257.00",116,100%
031900002024,319,03190000,Wendell,2024,"119,774,300.00","20,402,000.00","736,068.00","1,781,778.39","736,068.00",5.06%,"642,997.00",113.68,100%
031900002025,319,03190000,Wendell,2025,"119,774,300.00","21,091,000.00","769,644.00","1,814,602.28","769,644.00",5.06%,"681,963.00",116,100%
031900002026,319,03190000,Wendell,2026,"137,073,900.00","20,938,000.00","773,226.00","1,727,296.43","773,226.00",1.30%,"697,649.00",102,100%
032000002007,320,03200000,Wenham,2007,"759,879,500.00","213,300,000.00","6,048,725.00","4,811,570.00","3,969,545.00",5.88%,"3,453,068.00",640,66%
032000002008,320,03200000,Wenham,2008,"861,420,000.00","239,783,000.00","6,318,293.00","5,045,193.00","4,162,284.00",4.43%,"3,675,100.00",642,66%
032000002009,320,03200000,Wenham,2009,"861,420,000.00","305,231,000.00","7,425,594.00","5,199,541.00","4,289,621.00",3.57%,"3,843,052.00",626,58%
032000002010,320,03200000,Wenham,2010,"907,720,000.00","340,490,000.00","7,787,577.00","5,406,856.87","4,460,657.00",1.58%,"4,460,657.00",629,57%
032000002011,320,03200000,Wenham,2011,"907,720,000.00","421,193,000.00","8,446,132.00","5,359,201.37","4,421,341.00",3.11%,"4,545,970.00",634,52%
032000002012,320,03200000,Wenham,2012,"829,559,500.00","342,416,000.00","7,624,589.00","5,067,461.00","4,180,655.00",2.98%,"4,581,283.00",585,55%
032000002013,320,03200000,Wenham,2013,"829,559,500.00","325,981,000.00","7,928,369.00","5,203,628.00","4,292,993.00",2.62%,"4,640,066.00",578,54%
032000002014,320,03200000,Wenham,2014,"707,381,000.00","372,607,000.00","8,269,770.00","5,103,056.00","4,210,021.00",2.64%,"4,679,683.00",556,51%
032000002015,320,03200000,Wenham,2015,"707,381,000.00","403,594,000.00","8,663,533.00","5,183,612.00","4,276,480.00",3.40%,"4,557,636.00",561,49%
032000002016,320,03200000,Wenham,2016,"713,636,100.00","354,569,000.00","8,011,127.00","5,730,927.00","4,728,015.00",3.77%,"4,728,737.00",607,59%
032000002017,320,03200000,Wenham,2017,"713,636,100.00","324,315,000.00","7,473,598.00","5,969,280.00","4,924,656.00",3.42%,"4,890,460.00",624,66%
032000002018,320,03200000,Wenham,2018,"829,008,600.00","378,121,000.00","8,330,072.00","6,082,368.35","5,017,954.00",4.07%,"5,028,686.00",626,60%
032000002019,320,03200000,Wenham,2019,"829,008,600.00","362,045,000.00","8,226,765.00","6,514,662.00","5,374,596.00",2.58%,"5,208,713.00",648,65%
032000002020,320,03200000,Wenham,2020,"823,685,800.00","325,355,000.00","7,720,655.00","6,718,859.28","5,543,059.00",3.55%,"5,393,622.00",640,72%
032000002021,320,03200000,Wenham,2021,"823,685,800.00","362,076,000.00","8,175,762.00","6,971,807.94","5,751,742.00",1.77%,"5,543,025.00",651,70%
032000002022,320,03200000,Wenham,2022,"946,329,400.00","406,019,000.00","8,912,299.00","6,285,203.97","5,185,293.00",6.14%,"5,185,293.00",572,58%
032000002023,320,03200000,Wenham,2023,"946,329,400.00","392,069,000.00","9,405,057.00","6,519,408.47","5,378,512.00",5.74%,"5,378,512.00",555,57%
032000002024,320,03200000,Wenham,2024,"1,010,590,200.00","410,711,000.00","9,868,061.00","6,943,964.55","5,728,771.00",1.34%,"5,504,369.00",557.65,58%
032000002025,320,03200000,Wenham,2025,"1,010,590,200.00","535,268,000.00","11,607,672.00","7,347,629.44","6,061,794.00",5.18%,"5,844,539.00",575,52%
032000002026,320,03200000,Wenham,2026,"1,387,335,600.00","570,514,000.00","13,455,663.00","7,857,682.04","6,482,588.00",5.44%,"6,220,927.00",593,48%
032100002007,321,03210000,Westborough,2007,"3,296,502,900.00","673,032,000.00","22,126,425.00","26,825,984.18","22,126,425.00",6.61%,"24,691,908.00","3,524.00",100%
032100002008,321,03210000,Westborough,2008,"3,740,264,300.00","753,171,000.00","22,890,261.00","28,197,770.00","22,890,261.00",6.84%,"25,508,192.00","3,512.00",100%
032100002009,321,03210000,Westborough,2009,"3,740,264,300.00","775,215,000.00","23,681,964.00","29,695,442.27","23,681,964.00",4.31%,"25,642,137.00","3,538.00",100%
032100002010,321,03210000,Westborough,2010,"4,021,045,600.00","810,756,000.00","24,050,050.00","30,794,678.32","24,050,050.00",3.79%,"26,229,385.00","3,572.00",100%
032100002011,321,03210000,Westborough,2011,"4,021,045,600.00","905,386,000.00","24,274,683.00","30,440,730.05","24,274,683.00",3.48%,"26,281,923.00","3,585.00",100%
032100002012,321,03210000,Westborough,2012,"3,761,766,300.00","862,146,000.00","24,463,914.00","29,728,713.33","24,463,914.00",4.17%,"26,795,086.00","3,435.00",100%
032100002013,321,03210000,Westborough,2013,"3,761,766,300.00","823,657,000.00","25,398,452.00","30,810,853.12","25,398,452.00",4.03%,"27,503,457.00","3,411.00",100%
032100002014,321,03210000,Westborough,2014,"3,440,866,400.00","901,461,000.00","26,159,651.00","31,803,330.79","26,159,651.00",4.80%,"28,424,027.00","3,464.00",100%
032100002015,321,03210000,Westborough,2015,"3,440,866,400.00","980,182,000.00","27,285,098.00","32,479,515.00","26,795,600.00",5.97%,"28,458,271.00","3,507.00",98%
032100002016,321,03210000,Westborough,2016,"3,486,951,200.00","1,009,538,000.00","28,350,125.00","33,281,472.91","27,457,215.00",3.75%,"28,491,336.00","3,536.00",97%
032100002017,321,03210000,Westborough,2017,"3,486,951,200.00","977,338,000.00","27,589,228.00","33,873,906.02","27,589,228.00",5.01%,"27,938,657.00","3,598.00",100%
032100002018,321,03210000,Westborough,2018,"3,941,068,600.00","1,071,384,000.00","29,254,151.00","37,264,387.25","29,254,151.00",5.42%,"29,283,968.00","3,888.00",100%
032100002019,321,03210000,Westborough,2019,"3,941,068,600.00","1,113,529,000.00","30,417,271.00","38,013,112.00","30,417,271.00",4.86%,"30,417,271.00","3,785.00",100%
032100002020,321,03210000,Westborough,2020,"4,223,552,400.00","1,157,183,000.00","31,931,639.00","39,624,552.61","31,931,639.00",4.67%,"31,837,758.00","3,778.00",100%
032100002021,321,03210000,Westborough,2021,"4,223,552,400.00","1,224,496,000.00","32,862,767.00","41,341,444.42","32,862,767.00",4.62%,"32,862,767.00","3,827.00",100%
032100002022,321,03210000,Westborough,2022,"4,556,141,700.00","1,230,861,000.00","32,629,670.00","43,074,764.34","32,629,670.00",2.17%,"32,629,670.00","3,866.00",100%
032100002023,321,03210000,Westborough,2023,"4,556,141,700.00","1,269,510,000.00","35,859,863.00","46,199,533.83","35,859,863.00",4.53%,"34,434,091.00","3,885.00",100%
032100002024,321,03210000,Westborough,2024,"5,021,857,900.00","1,336,258,000.00","38,233,544.00","48,654,074.12","38,233,544.00",5.73%,"36,751,505.00","3,822.00",100%
032100002025,321,03210000,Westborough,2025,"5,021,857,900.00","1,735,793,000.00","44,455,906.00","51,344,123.35","42,358,902.00",5.85%,"39,268,983.00","3,886.00",95%
032100002026,321,03210000,Westborough,2026,"6,403,012,700.00","1,493,321,000.00","44,208,343.00","52,888,278.83","43,632,830.00",6.36%,"42,159,180.00","3,835.00",99%
032200002007,322,03220000,West Boylston,2007,"721,286,500.00","172,502,000.00","5,252,910.00","7,862,835.51","5,252,910.00",6.18%,"5,529,064.00","1,040.00",100%
032200002008,322,03220000,West Boylston,2008,"911,302,100.00","185,712,000.00","5,611,916.00","8,303,886.00","5,611,916.00",3.58%,"5,698,232.00","1,031.00",100%
032200002009,322,03220000,West Boylston,2009,"911,302,100.00","206,381,000.00","6,042,379.00","8,764,535.43","6,042,379.00",6.42%,"6,056,904.00","1,025.00",100%
032200002010,322,03220000,West Boylston,2010,"991,148,400.00","208,297,000.00","6,054,715.00","8,721,965.54","6,054,715.00",1.68%,"6,143,068.00",982,100%
032200002011,322,03220000,West Boylston,2011,"991,148,400.00","227,152,000.00","6,037,969.00","8,556,984.73","6,037,969.00",2.63%,"6,224,632.00",968,100%
032200002012,322,03220000,West Boylston,2012,"935,998,900.00","211,140,000.00","6,037,625.00","8,200,894.74","6,037,625.00",3.48%,"6,360,524.00",918,100%
032200002013,322,03220000,West Boylston,2013,"935,998,900.00","205,764,000.00","6,332,879.00","8,653,273.78","6,332,879.00",3.87%,"6,565,606.00",924,100%
032200002014,322,03220000,West Boylston,2014,"885,118,900.00","213,047,000.00","6,438,294.00","8,616,496.21","6,438,294.00",2.87%,"6,706,677.00",922,100%
032200002015,322,03220000,West Boylston,2015,"885,118,900.00","223,125,000.00","6,580,239.00","8,413,021.00","6,580,239.00",4.00%,"6,777,592.00",893,100%
032200002016,322,03220000,West Boylston,2016,"870,068,600.00","225,629,000.00","6,681,715.00","8,930,152.66","6,681,715.00",3.78%,"6,857,750.00",896,100%
032200002017,322,03220000,West Boylston,2017,"870,068,600.00","236,548,000.00","6,776,511.00","8,692,760.01","6,776,511.00",4.15%,"6,831,386.00",868,100%
032200002018,322,03220000,West Boylston,2018,"896,398,000.00","247,467,000.00","6,707,731.00","8,877,321.11","6,707,731.00",3.30%,"6,760,095.00",862,100%
032200002019,322,03220000,West Boylston,2019,"896,398,000.00","257,679,000.00","6,981,458.00","9,051,420.00","6,981,458.00",3.37%,"6,981,458.00",851,100%
032200002020,322,03220000,West Boylston,2020,"974,854,400.00","264,331,000.00","7,328,874.00","9,510,996.42","7,328,874.00",4.09%,"7,267,000.00",853,100%
032200002021,322,03220000,West Boylston,2021,"974,854,400.00","281,516,000.00","7,569,206.00","9,693,716.89","7,569,206.00",3.80%,"7,543,146.00",854,100%
032200002022,322,03220000,West Boylston,2022,"1,080,272,600.00","296,311,000.00","7,800,056.00","9,723,140.61","7,800,056.00",3.78%,"7,800,056.00",832,100%
032200002023,322,03220000,West Boylston,2023,"1,080,272,600.00","294,419,000.00","8,402,097.00","10,560,011.30","8,402,097.00",2.82%,"8,098,019.00",825,100%
032200002024,322,03220000,West Boylston,2024,"1,203,529,000.00","308,895,000.00","8,988,971.00","11,278,495.76","8,988,971.00",3.67%,"8,476,196.00",826,100%
032200002025,322,03220000,West Boylston,2025,"1,203,529,000.00","352,562,000.00","9,746,345.00","11,804,797.72","9,738,958.00",3.84%,"8,971,206.00",830,100%
032200002026,322,03220000,West Boylston,2026,"1,572,830,000.00","351,006,000.00","10,611,058.00","12,268,268.47","10,121,321.00",3.39%,"9,365,042.00",839,95%
032300002007,323,03230000,West Bridgewater,2007,"890,140,200.00","163,050,000.00","5,670,007.00","8,057,418.17","5,670,007.00",5.73%,"7,013,178.00","1,045.00",100%
032300002008,323,03230000,West Bridgewater,2008,"1,142,947,200.00","170,592,000.00","6,054,995.00","8,578,208.00","6,054,995.00",5.20%,"7,047,146.00","1,062.00",100%
032300002009,323,03230000,West Bridgewater,2009,"1,142,947,200.00","176,079,000.00","6,290,463.00","9,242,513.07","6,290,463.00",5.13%,"7,039,658.00","1,091.00",100%
032300002010,323,03230000,West Bridgewater,2010,"1,218,372,300.00","197,133,000.00","6,560,357.00","9,595,317.54","6,560,357.00",3.37%,"7,169,413.00","1,105.00",100%
032300002011,323,03230000,West Bridgewater,2011,"1,218,372,300.00","209,133,000.00","6,463,185.00","9,376,540.16","6,463,185.00",3.22%,"7,119,143.00","1,101.00",100%
032300002012,323,03230000,West Bridgewater,2012,"1,091,399,500.00","219,149,000.00","6,644,052.00","9,776,356.33","6,644,052.00",3.77%,"7,238,838.00","1,118.00",100%
032300002013,323,03230000,West Bridgewater,2013,"1,091,399,500.00","202,050,000.00","6,773,592.00","9,766,232.75","6,773,592.00",3.59%,"7,389,944.00","1,071.00",100%
032300002014,323,03230000,West Bridgewater,2014,"995,122,700.00","207,120,000.00","6,738,095.00","10,273,797.75","6,738,095.00",3.19%,"7,492,545.00","1,091.00",100%
